0.00000	0.06265
0.00000	0.02087
0.00093	0.13809
0.02766	0.14754
0.00000	1.67258
0.01216	0.07204
0.00000	0.08891
0.02096	0.11217
0.00800	0.04036
0.00000	0.05426
0.02316	0.03317
0.00000	0.03109
0.00544	0.02631
0.01349	0.04139
0.01983	0.17887
0.00000	0.02717
0.00683	0.10945
0.00474	0.03068
0.00000	0.03006
0.03022	0.18613
0.00575	0.02652
0.00000	0.05331
0.00093	0.02908
0.00000	0.03398
0.00000	0.04551
0.05121	0.07078
0.00307	0.02773
0.12302	0.08016
0.00000	0.04159
0.00126	0.02994
0.00000	0.14779
0.00000	0.18004
0.01006	0.06494
0.04802	0.15452
0.16300	0.18225
0.01110	0.06368
0.07749	0.09173
0.00108	0.02035
0.00485	0.19662
0.01184	0.39951
0.27608	0.30482
0.02040	0.02559
0.00000	0.02978
0.43213	0.94753
0.00000	0.04212
0.03042	0.06623
0.08213	0.10372
0.00000	0.01518
0.01536	0.12021
0.00000	0.06477
0.03051	0.08771
0.00403	0.15734
0.00000	0.26441
0.01318	0.06526
0.00000	0.07245
0.00000	0.01781
0.00505	0.05993
0.02994	0.12910
0.05665	0.21836
0.06857	0.06298
0.00206	0.02088
0.00000	0.06543
0.01278	0.14863
0.00000	0.04628
0.00848	0.06070
0.00000	0.07012
0.06925	0.12535
0.00781	0.07348
0.01336	0.07756
0.00000	0.04476
0.00024	0.03884
0.01469	0.17526
0.00923	0.03732
0.02098	0.04696
0.01848	0.03900
0.00000	0.03989
0.00000	0.05363
0.00000	0.05314
0.15938	0.05853
0.00564	0.08838
0.00027	0.02484
0.03554	0.10769
0.02158	0.06245
0.00000	0.30761
0.01593	0.05280
0.00865	0.15294
0.00418	0.05669
0.00091	0.04685
0.00000	0.04753
0.14793	0.13203
0.00013	0.02324
0.00497	0.12903
0.00000	0.02029
0.01925	0.06070
0.00084	0.09542
0.00113	0.03728
0.00000	0.10467
0.00000	0.09712
0.01663	0.06870
0.00000	0.10577
0.00000	0.03793
0.01223	0.03223
0.00000	0.05797
0.00000	0.11488
0.00000	0.32948
0.00266	0.04777
0.00024	0.02436
0.04715	0.02963
3.08843	0.21837
0.00720	0.07903
0.00000	0.12096
0.03847	0.03264
0.00000	0.11538
0.00000	0.06224
0.00869	0.04765
0.02444	0.06919
0.00000	0.20613
0.01187	0.10516
0.57319	1.60425
0.00060	0.03931
0.00000	0.04875
0.00922	0.03571
0.00000	0.02204
0.00958	0.04181
0.00717	0.05032
0.01789	0.08931
0.00000	0.06975
0.02602	0.30203
0.00000	0.05003
0.00000	0.05384
0.00341	0.04128
0.00077	0.04971
0.05496	0.41881
0.03063	0.07151
0.01220	0.08121
0.00000	0.02907
0.00000	0.29110
0.00000	0.34480
0.00335	0.04116
0.00613	0.03919
0.01096	0.02636
0.08415	0.13459
0.00000	0.03680
0.00252	0.01528
0.03595	0.05436
0.00412	0.02674
0.00000	0.01921
0.00134	0.01166
0.00000	0.20042
0.01824	0.05319
0.00000	0.01756
0.13243	0.11801
0.00019	0.02986
0.00000	0.02956
0.00000	0.11355
0.00343	0.03119
0.00000	0.03169
0.00440	0.02412
0.01394	0.11834
0.00000	0.08209
0.02452	0.04894
0.17064	0.16391
0.01027	0.04009
0.00256	0.01751
0.00000	0.07526
0.00347	0.02467
0.00052	0.06025
0.00000	0.08994
0.05543	0.12570
0.02300	0.08105
0.01747	0.06755
0.00000	0.03431
0.00755	0.03284
0.00239	0.02654
0.00000	0.07615
0.00000	0.03242
0.03569	0.04697
0.00357	0.22538
0.00085	0.04185
0.00025	0.02261
0.00160	0.08887
0.00000	0.14477
0.01066	0.17202
0.00140	0.04956
0.00000	0.08333
0.03434	0.09969
0.00333	0.09503
0.00138	0.01768
0.00298	0.09536
0.00637	0.07245
0.00000	0.09733
0.00000	0.04026
0.00000	0.04585
0.00000	0.04305
0.23167	0.33857
0.00000	0.31861
0.00920	0.07724
0.00236	0.04276
0.02794	0.08136
0.00302	0.04272
0.00242	0.07490
0.01884	0.15149
0.01584	0.03628
0.10719	0.20110
0.05669	0.11582
0.00000	0.03668
0.00000	0.02409
